Supplemental Data. Flowers et al. (2015). Plant Cell Plant Cell 10.1105/tpc.15.00492
Gene_ID	Transcript_ID	piN	piS	piNpiS	Nonsynonymous	Synonymous
Cre01.g013850	Cre01.g013850.t1.3	0.0120183777435214	0.0348460302192905	0.344899481171549	29	36
Cre01.g013900	Cre01.g013900.t2.1	0.0176333923831357	0.0373899817246906	0.471607408448971	75	60
Cre01.g014000	Cre01.g014000.t1.2	0.00407872764551935	0.03076356251177	0.13258307271659	7	14
Cre01.g014050	Cre01.g014050.t1.2	0.000374362987314178	0.0376971134380488	0.00993081308279489	2	28
Cre01.g014100	Cre01.g014100.t1.2	0.0110379487082456	0.0485725893039418	0.227246454562591	31	57
Cre01.g014150	Cre01.g014150.t1.2	0.00386559641085808	0.0368990768089179	0.104761331316664	15	47
Cre01.g014200	Cre01.g014200.t1.2	0.0148494179214024	0.0363053373585802	0.409014734520651	82	69
Cre01.g014250	Cre01.g014250.t1.3	0.0139528328394457	0.0297248950796743	0.469398892815151	102	91
Cre01.g014300	Cre01.g014300.t2.1	0.00783246295465622	0.0307664628806549	0.254577946936535	59	74
Cre01.g014350	Cre01.g014350.t1.2	0	0.0179890692757782	0	0	8
Cre01.g014400	Cre01.g014400.t1.3	0.00730619920503502	0.0241564656901269	0.302453152657227	16	25
Cre01.g014450	Cre01.g014450.t1.3	0.01076600141194	0.0206987976329338	0.520126898328155	126	80
Cre01.g014500	Cre01.g014500.t1.3	0.010585009223517	0.0352551016930438	0.300240496132381	61	86
Cre01.g014600	Cre01.g014600.t1.2	0.00736691949301423	0.0281008588359396	0.262159940947865	5	7
Cre01.g014650	Cre01.g014650.t1.2	0.00245699147372591	0.0111844104631606	0.219680016378046	7	14
Cre01.g014700	Cre01.g014700.t1.2	0.00324542509869344	0.0171689328865421	0.189028935003723	11	18
Cre01.g014800	Cre01.g014800.t1.3	0.00438182303376317	0.024702048220818	0.177387032629558	26	61
Cre01.g014850	Cre01.g014850.t1.2	0.00325068666380249	0.0290861118244665	0.111760784095868	6	17
Cre01.g014900	Cre01.g014900.t1.3	0.00348691955598125	0.0159182043157322	0.219052318139621	20	27
Cre01.g014950	Cre01.g014950.t1.3	0.0120752815699235	0.0180818339723664	0.667812877188095	41	19
Cre01.g015000	Cre01.g015000.t1.2	0.00144113843119394	0.00738266169113545	0.195205806724742	3	5
Cre01.g015050	Cre01.g015050.t1.3	0.0074863497012011	0.0225594451757045	0.331849903350618	95	112
Cre01.g015103	Cre01.g015103.t1.2	0.0189982862264725	0.0487883799973299	0.389401866336047	404	433
Cre01.g015150	Cre01.g015150.t1.2	0.00831750194413176	0.0285905772322439	0.290917594162858	25	33
Cre01.g015200	Cre01.g015200.t1.3	0.0111304325498884	0.03892525381005	0.285943737302355	94	112
Cre01.g015250	Cre01.g015250.t1.1	0.000760459671717942	0.0388467700416685	0.019575879047402	8	97
Cre01.g015300	Cre01.g015300.t1.1	0.00500701449015272	0.044487584149736	0.112548581494112	22	68
