Supplemental Data. Flowers et al. (2015). Plant Cell Plant Cell 10.1105/tpc.15.00492
Gene_ID	Transcript_ID	piN	piS	piNpiS	Nonsynonymous	Synonymous
g11691	g11691.t1	0.0303690261607481	0.0517805243513691	0.586495145446421	124	84
g11692	g11692.t1	0.0239719876481133	0.0532495780311664	0.450181739169514	122	118
g11693	g11693.t1	0.0362526008371314	0.0508909050312189	0.71235913008213	11	5
g11694	g11694.t1	0	0	NA	0	0
g11695	g11695.t1	0.0269350908596922	0.0453163034260418	0.5943797005343	190	135
g11696	g11696.t1	0.000757493633671238	0.062135110069225	0.0121910725325393	3	67
g11697	g11697.t1	0.00228454690034616	0.0405475614404356	0.056342399374674	2	13
g11698	g11698.t1	0.02613637998382	0.0464838462157751	0.56226801591453	92	74
g11699	g11699.t1	0.00602092096890582	0.0335361359440372	0.179535322106074	3	16
g11700	g11700.t1	0	0.0132691820714105	0	0	21
g11701	g11701.t1	0.0276503357732154	0.0310665019702799	0.890036985807652	9	4
g11702	g11702.t1	0.0086952689296595	0.0456791410326423	0.19035535110973	30	54
g11703	g11703.t1	0.00638703217600102	0.0486073815857706	0.131400457453787	6	27
g11704	g11704.t1	0.00878797828833866	0.0300452969803002	0.292490977676162	38	69
g11705	g11705.t1	0.0109486730677075	0.0228675789237813	0.478785843669761	25	21
g11706	g11706.t1	0.0157560452727524	0.0261665468856077	0.602144613946699	36	20
g11707	g11707.t1	0.0104980088895787	0.029682479236158	0.35367695555533	14	19
g11708	g11708.t1	0.00148254076601028	0.0394778003463119	0.0375537834683026	2	24
g11709	g11709.t1	0.0133572928411707	0.0426049818128214	0.313514811480357	84	111
g11710	g11710.t1	0.0102905169338679	0.0581201984200862	0.17705577774338	10	22
g11711	g11711.t1	0	0.0439523425890759	0	0	57
g11712	g11712.t1	0.0147447392893186	0.0352755330283927	0.417987710559918	134	132
g11713	g11713.t1	0.00956177664656375	0.0359990626003496	0.265611823083163	7	6
g11714	g11714.t1	0.00287818008906054	0.0562221010203848	0.0511930368453677	3	28
g11715	g11715.t1	0.00739799241497282	0.0482483625468809	0.15333147125531	26	59
g11716	g11716.t1	0.0119707278101988	0.0268790210634003	0.445355795583593	74	56
g11717	g11717.t1	0.00331632399959584	0.00878849868856821	0.377348181653551	11	13
g11718	g11718.t1	0.00587046812091207	0.0151087071479294	0.388548673518808	6	5
g11719	g11719.t2	0.0046029919447641	0.00189888440541182	2.42405063291139	11	2
g11720	g11720.t1	0.0134380504243539	0.0681578868328076	0.197160608240653	9	16
g11721	g11721.t1	0.0122050734980411	0.0476667680508482	0.256049948362798	18	21
g11722	g11722.t1	0.00696008750082043	0.0186471173705845	0.37325273191018	8	9
g11723	g11723.t1	0.0094448750836768	0.0369614426479097	0.255533182880537	10	16
g11724	g11724.t1	0.00890069219304579	0.0447424048694522	0.198931913003244	15	35
g11725	g11725.t1	0.00137772413772315	0.0469291397892718	0.0293575408351742	9	123
g11728	g11728.t1	0.00839882457375097	0.0596574587581764	0.140784149184026	35	74
g11732	g11732.t1	0.0237840783738687	0.0104899335023856	2.26732403675008	21	5
g11733	g11733.t1	0.0127571730772317	0.042439202112028	0.300598796451362	39	45
g11737	g11737.t2	0.00229967970207284	0.0556344786385977	0.04133551276739	3	24
g11742	g11742.t1	0	0.00278307334789808	0	0	1
g11743	g11743.t2	0.00677712958859321	0.0115645722273	0.586025099362925	26	18
g11750	g11750.t1	0.00425308595993946	0.04502705279956	0.0944562367622031	17	64
g11751	g11751.t1	0.00788517010453356	0.0413348075513985	0.19076344058766	55	140
g11752	g11752.t2	0.00367214915167346	0.0378836215717979	0.0969323681135901	56	254
g11753	g11753.t1	0.00060074244387588	0.0212475071517018	0.0282735494374344	3	31
g11754	g11754.t1	0.00839524799735098	0.0593614862627754	0.141425838972221	26	84
g11755	g11755.t2	0.0215441463697173	0.0372149640893254	0.578910846669255	119	96
g11756	g11756.t1	0.0159502171989599	0.0559004451291461	0.285332561522726	35	46
g11757	g11757.t1	0.0149747898913145	0.0426123957491919	0.351418633663622	314	375
g11758	g11758.t1	0.0225403670715228	0.0233153431233915	0.966761113153373	87	36
g11759	g11759.t1	0.000604229746856838	0.0367157876766991	0.0164569463190435	1	23
g11760	g11760.t1	0.0101110647281635	0.0398476054443187	0.253743345815153	82	155
g11761	g11761.t1	0.0159239091568628	0.0332736992106138	0.478573453948377	76	70
g11762	g11762.t1	0.00882406261152209	0.039114047553777	0.225598299418901	25	50
g11768	g11768.t1	0.0058218538084611	0.0604172535073175	0.0963607822350942	12	57
g11775	g11775.t2	0.00105297652813032	0.0506103174979021	0.0208055704881514	1	20
g11778	g11778.t1	0.0138100868966009	0.0490959528829059	0.281287684333942	48	59
g11803	g11803.t1	0.00477914012508844	0.0245813945933145	0.194421032824079	6	7
g11813	g11813.t1	0.0417428165142514	0.0128510651874514	3.24819895513501	12	1
g11815	g11815.t1	0.01427455637752	0.038329371668241	0.372418220185635	17	22
g11816	g11816.t1	0.00751728453177773	0.0400696822670807	0.187605294238971	38	85
g11824	g11824.t1	0.0111792366313795	0.016238114911492	0.688456553751064	8	5
g11830	g11830.t1	0	0.00484202881007142	0	0	2
g11831	g11831.t1	0	0	NA	NA	NA
g11832	g11832.t1	0	0	NA	NA	NA
g11833	g11833.t1	0.000533424701667736	0.0116737813824608	0.0456942514333166	4	26
g11849	g11849.t1	0.0087003918954456	0.0575577300486133	0.151159399234425	73	231
g11851	g11851.t1	0.0104989730384756	0.0690219260274817	0.152110693554035	16	47
g11855	g11855.t1	0.0166941520891497	0.0519470625073947	0.321368548736963	518	775
g11858	g11858.t1	0.00376357186204655	0.0559103137616617	0.0673144471714138	39	222
g11863	g11863.t1	0.000971351992789776	0.0347545146554145	0.0279489442571872	9	89
g11867	g11867.t1	0.0196919838171042	0.0333093425773575	0.591185003767985	126	94
g11868	g11868.t2	0.0126522761836596	0.0287033892991462	0.440793804933551	117	106
g11870	g11870.t1	0.000929918180704307	0.0400583197346544	0.0232141085014067	3	77
g11871	g11871.t1	0.000416563389695848	0.0430685432837676	0.00967210306954703	3	82
g11872	g11872.t1	0.0147652787755786	0.0455671857882974	0.32403315061363	150	200
g11873	g11873.t1	0.0245039582059099	0.0585842194244904	0.418268920310413	15	16
g11874	g11874.t1	0.000120280619308207	0.0325428381874874	0.00369607034934202	0	32
g11876	g11876.t1	0.00298745579648315	0.0393600881267181	0.075900637896571	2	12
g11881	g11881.t1	0.00989475136604145	0.0275780123362297	0.358791316988518	47	45
g11882	g11882.t1	0.00673496704982735	0.0261135637013253	0.257910683002088	8	13
g11889	g11889.t1	0.00247579029780538	0.0238233306866245	0.103922928761401	18	70
g11892	g11892.t1	0	0	NA	0	0
g11893	g11893.t1	0.0123481231847298	0.0587437606816243	0.210203143984148	88	170
g11902	g11902.t1	0.00976285623148267	0.030690440515561	0.318107399811762	149	201
g11920	g11920.t1	0	0.00384122919334187	0	0	1
g11921	g11921.t1	0	0	NA	0	0
g11926	g11926.t1	0.00442065507038084	0.0136743751445124	0.32328022477538	65	75
g11927	g11927.t1	0.00758433781724473	0.0279637741824214	0.271220106691192	152	237
g11928	g11928.t1	0.0406028141492703	0.0428980536852503	0.946495485487045	11	3
g11929	g11929.t1	0.00694894746305856	0.0290635874061286	0.239094622627117	52	91
g11932	g11932.t2	0.0112447675363423	0.0307131904547231	0.366121766246303	63	66
g11937	g11937.t1	0.00530493346998571	0.035299988530563	0.150281450244457	13	38
g11943	g11943.t1	0.0216106189117121	0.0612592637443071	0.352773076116514	74	62
g11944	g11944.t1	0.0178008999645988	0.047763290039389	0.372689987434261	49	80
g11945	g11945.t1	0.0163700284228329	0.0318353754223316	0.514208744381565	76	50
g11946	g11946.t2	0.00404899096257295	0.0148070404917669	0.273450387660134	8	12
g11953	g11953.t1	0.00444816924416108	0.0199456164646159	0.223014879086453	37	67
g11956	g11956.t1	0.00183355136125961	0.030346974098964	0.0604195777569207	7	37
g11963	g11963.t1	0.0250255687894431	0.0390885859188012	0.640227017713783	21	19
g11965	g11965.t1	0.00160755232459946	0.0383169991066528	0.0419540246386454	8	60
g11967	g11967.t1	0.00384028610955209	0.0477465999597266	0.0804305670517126	28	125
g11973	g11973.t1	0.00389900826178413	0.00447074308438635	0.87211637711884	2	1
g11978	g11978.t1	0.00273283075552383	0.0240827115801398	0.11347687100889	24	80
g11983	g11983.t1	0.027131449072087	0.0285783713918282	0.949370021828641	11	5
g11986	g11986.t1	0.0073538447645209	0.039113642002125	0.18801227367478	41	96
g11990	g11990.t1	0.00872522566385044	0.0393375625235162	0.221803922361342	97	209
g11998	g11998.t1	0.00406546103907227	0.0227950761212441	0.178348210703425	20	50
Cre12.g483500	Cre12.g483500.t1.3	0.00219221267928254	0.0103171045003688	0.212483326034372	101	171
Cre12.g483550	Cre12.g483550.t1.2	0.00580017866138819	0.0171754420896391	0.337701855423395	26	26
Cre12.g483600	Cre12.g483600.t1.2	0.00400499981865094	0.0111887035023265	0.357950303877314	19	23
Cre12.g483650	Cre12.g483650.t1.2	0.000525446436505127	0.0215648384083339	0.0243658879587089	1	22
Cre12.g483750	Cre12.g483750.t1.2	0.000356275707519021	0.0334039956317852	0.010665661421055	1	15
Cre12.g483800	Cre12.g483800.t1.3	0.00662185101720842	0.0199640074999459	0.331689467519303	112	134
Cre12.g483850	Cre12.g483850.t1.2	0.00136705399863295	0.0188821442487132	0.0723992985450321	1	3
Cre12.g483900	Cre12.g483900.t2.1	0.00610020863242564	0.0230022062859613	0.265201022744879	15	19
Cre12.g483950	Cre12.g483950.t1.2	0	0.0192915987307364	0	0	13
Cre12.g484000	Cre12.g484000.t1.2	0	0.0127148674378319	0	0	15
Cre12.g484100	Cre12.g484100.t1.2	0	0.0171774947468408	0	0	3
Cre12.g484150	Cre12.g484150.t2.1	0.00159738483063914	0.0192023009993812	0.0831871571376065	9	35
Cre12.g484200	Cre12.g484200.t1.2	0.00149439807280583	0.0208940029197585	0.0715228230102639	3	17
Cre12.g484250	Cre12.g484250.t1.3	0.000352622283830195	0.0218351929858371	0.0161492634417711	11	239
Cre12.g484300	Cre12.g484300.t1.2	0	0.0253235448092821	0	0	6
Cre12.g484350	Cre12.g484350.t1.3	0.000791970979810853	0.0224845079068938	0.03522296254338	4	34
Cre12.g484400	Cre12.g484400.t1.3	0.0185248047952824	0.0326033862124951	0.568186527452873	7	3
Cre12.g484450	Cre12.g484450.t1.3	0.00643683534669424	0.0209678980707089	0.306985245969227	48	59
Cre12.g484500	Cre12.g484500.t1.2	0.00189795320307965	0.0407051833552859	0.0466268186661585	2	16
Cre12.g484550	Cre12.g484550.t1.2	0.00641678351685965	0.0347941279402795	0.184421449730638	12	25
Cre12.g484600	Cre12.g484600.t1.2	0.00644791279779666	0.0178385793570157	0.361458873419804	25	33
Cre12.g484650	Cre12.g484650.t1.3	0.00408872525092937	0.0211134975436574	0.193654568243604	28	48
Cre12.g484700	Cre12.g484700.t1.2	0	0.0451207945286117	0	0	12
Cre12.g484800	Cre12.g484800.t1.3	0.00648218588047004	0.0188226461065353	0.344382285241998	43	64
Cre12.g484900	Cre12.g484900.t1.2	0.00244290129573715	0.014975759919949	0.163123695144378	13	22
Cre12.g484950	Cre12.g484950.t1.3	0.011693049489146	0.0215705279103781	0.542084530231652	30	21
Cre12.g485000	Cre12.g485000.t1.1	0.00293194279663578	0.0203061963791794	0.14438660701824	13	26
Cre12.g485050	Cre12.g485050.t1.2	0.000542258250421912	0.0218567563545204	0.0248096397116932	0	14
Cre12.g485100	Cre12.g485100.t1.2	0.000825728665713401	0.0127939261124309	0.0645406780105678	2	6
Cre12.g485150	Cre12.g485150.t1.2	0.00102827820127351	0.0149726550619092	0.0686770781148545	2	18
Cre12.g485200	Cre12.g485200.t1.1	0.00186773635991566	0.0353085163115647	0.0528976166382817	5	16
Cre12.g485300	Cre12.g485300.t1.3	0.0133842249053026	0.0250395525489106	0.534523325812582	99	81
Cre12.g485350	Cre12.g485350.t2.1	0.00370481125055471	0.00972787925031467	0.380844699571581	12	15
Cre12.g485400	Cre12.g485400.t1.3	0.00365652566044155	0.0141446682121977	0.258509114924896	13	17
Cre12.g485418	Cre12.g485418.t1.3	0.00054584879875117	0.00297761534354928	0.183317432163862	1	4
Cre12.g485453	Cre12.g485453.t1.2	0	0	NA	0	0
Cre12.g485480	Cre12.g485480.t1.1	0.0148820787639753	0.0233349852610464	0.637758224292443	6	3
Cre12.g485500	Cre12.g485500.t1.3	0.00743873624964042	0.0229467434040766	0.324173941314866	55	59
Cre12.g485550	Cre12.g485550.t1.2	0.00171741491942247	0.0295454771130342	0.0581278451809067	5	24
Cre12.g485750	Cre12.g485750.t1.1	0	0.0385393779662831	0	0	20
Cre12.g485800	Cre12.g485800.t1.2	0.0002234050323303	0.0316905292434609	0.00704958350849876	2	48
Cre12.g485850	Cre12.g485850.t1.2	0	0.00250783699059561	0	0	2
Cre12.g485900	Cre12.g485900.t1.2	0.00585668369976761	0.0143440661368229	0.408300104301165	14	14
Cre12.g485950	Cre12.g485950.t1.2	0.00561072243299277	0.0283582512385722	0.197851496052803	24	44
Cre12.g486000	Cre12.g486000.t1.2	0.00889474941060123	0.0109234646739582	0.814279139090966	58	27
Cre12.g486100	Cre12.g486100.t1.2	0.000939521041244464	0.0137572488532767	0.0682927997642993	3	9
Cre12.g486200	Cre12.g486200.t1.3	0.00420778840969022	0.0310918152749442	0.135334279214026	10	27
Cre12.g486207	Cre12.g486207.t1.2	0.0171432968533157	0.0215741530269155	0.794622010510818	7	5
Cre12.g486250	Cre12.g486250.t1.2	0	0.00145839561897956	0	0	1
Cre12.g486300	Cre12.g486300.t1.2	0	0.0113684187513322	0	0	4
Cre12.g486350	Cre12.g486350.t1.3	0.00669679792708579	0.0356212605397942	0.18800002654607	82	187
Cre12.g486400	Cre12.g486400.t1.2	0.00211484611015229	0.025350943421587	0.0834227774084114	5	29
Cre12.g486478	Cre12.g486478.t1.2	0.0055908531928254	0.0185644299920669	0.301159432054446	2	2
Cre12.g486500	Cre12.g486500.t1.3	0.0158415486036107	0.0252777718722628	0.626698772489262	62	36
Cre12.g486550	Cre12.g486550.t1.2	0.00200455563646931	0.0258171903773259	0.0776442210469899	8	38
Cre12.g486600	Cre12.g486600.t1.2	0.00221295806904951	0.0314725382048419	0.0703139370153839	7	29
Cre12.g486650	Cre12.g486650.t1.2	0.00167157189003301	0.0409094961689219	0.0408602414248961	19	161
Cre12.g486700	Cre12.g486700.t2.1	0.00173591406565593	0.0446733639323057	0.038857921429118	6	33
Cre12.g486750	Cre12.g486750.t1.2	0.00499888664328026	0.0166444461507853	0.300333612665413	9	13
Cre12.g486850	Cre12.g486850.t1.3	0.0110441679064404	0.0312930727591328	0.352926923841864	38	49
Cre12.g486851	Cre12.g486851.t1.2	0.0123099850932476	0.0503560293991921	0.244459009975976	31	51
Cre12.g486900	Cre12.g486900.t1.2	0.00133215593911738	0.0478354006696117	0.0278487463357583	4	43
Cre12.g486950	Cre12.g486950.t1.3	0.0190571647703223	0.0422118808581618	0.451464478314939	167	156
Cre12.g487000	Cre12.g487000.t1.3	0.0220754331115697	0.0423017248094672	0.521856572302915	120	85
Cre12.g487100	Cre12.g487100.t1.2	0.00244991646518227	0.0374198606110041	0.0654710206072179	10	57
Cre12.g487150	Cre12.g487150.t1.3	0.0149644993876226	0.0300817371625778	0.49746127714455	21	16
Cre12.g487200	Cre12.g487200.t1.1	0.000190992307231552	0.0392087266570415	0.00487116832184223	1	36
Cre12.g487250	Cre12.g487250.t1.2	0.000269627900016582	0.00589264062069148	0.0457567188248012	1	5
Cre12.g487350	Cre12.g487350.t1.2	0.00136479361894059	0.0251018412647472	0.0543702593186776	5	21
Cre12.g487400	Cre12.g487400.t1.2	0.000295309919217022	0.0278896594330584	0.0105885093335698	1	17
Cre12.g487450	Cre12.g487450.t1.1	0	0.0356744184485691	0	0	18
Cre12.g487500	Cre12.g487500.t1.2	0.00771230723108507	0.0222239623584602	0.34702665108453	27	34
Cre12.g487600	Cre12.g487600.t1.3	0.00315282534445556	0.0395011810770716	0.0798159765983708	14	84
Cre12.g487650	Cre12.g487650.t1.3	0.0222840101259616	0.0412702566113909	0.539953272784135	231	153
Cre12.g487700	Cre12.g487700.t1.2	0.00497033465247806	0.0389483032047132	0.127613637655891	19	76
Cre12.g487750	Cre12.g487750.t1.2	0.0060746951052547	0.00802202007092415	0.757252543816545	6	2
Cre12.g487800	Cre12.g487800.t1.3	0.0187181007986924	0.0371500139212207	0.503851784238506	134	102
Cre12.g487850	Cre12.g487850.t1.2	0	0.0133577297425159	0	0	5
Cre12.g487900	Cre12.g487900.t1.2	0.0119030141028195	0.0390316019799996	0.30495837985125	7	7
Cre12.g487950	Cre12.g487950.t1.3	0.00688257054219781	0.0416459772637576	0.165263754014181	103	215
Cre12.g488000	Cre12.g488000.t1.2	0.00533715011378139	0.0296109537795949	0.180242424931927	18	36
Cre12.g488050	Cre12.g488050.t1.2	0.00567523283678951	0.0387708321571476	0.146378927689414	42	89
Cre12.g488100	Cre12.g488100.t1.2	0.00641918670261828	0.0274852598251772	0.233550155372304	20	35
Cre12.g488150	Cre12.g488150.t1.3	0.0117112327658459	0.0304248455420851	0.384923326879225	106	120
Cre12.g488173	Cre12.g488173.t1.2	0.0179024960735088	0.0368401626825392	0.485950516228147	157	110
Cre12.g488200	Cre12.g488200.t1.3	0.0175999255563429	0.0317470699047686	0.554379525705436	90	58
Cre12.g488250	Cre12.g488250.t1.2	0.0079342099998778	0.0273320371436748	0.290289741601421	24	34
Cre12.g488350	Cre12.g488350.t1.3	0.0033511187268333	0.0219091432899617	0.15295526084622	13	39
Cre12.g488400	Cre12.g488400.t1.3	0.00643830003980945	0.0288600817237371	0.223086687745379	23	41
Cre12.g488450	Cre12.g488450.t1.3	0.00270757965404509	0.0345166236771863	0.078442772368685	8	35
Cre12.g488500	Cre12.g488500.t1.2	0.00623870899167291	0.0221865569547741	0.281193202009223	36	60
Cre12.g488550	Cre12.g488550.t1.2	0.00539166127350309	0.0451928492379833	0.119303415571584	23	66
Cre12.g488600	Cre12.g488600.t1.3	0.00208637083630397	0.0386011422321233	0.0540494585304712	10	48
Cre12.g488750	Cre12.g488750.t1.2	0.0135119823189358	0.0343746910589506	0.39307938203033	198	195
Cre12.g488850	Cre12.g488850.t2.1	0.00175374004377923	0.0345888132905602	0.0507025213339091	11	92
Cre12.g488950	Cre12.g488950.t1.2	0	0	NA	NA	NA
Cre12.g489000	Cre12.g489000.t1.3	0.0179538912059875	0.0431595256241949	0.415989076486111	99	92
Cre12.g489050	Cre12.g489050.t1.2	0.00211956219356572	0.0367018577555249	0.0577508148956479	4	35
Cre12.g489100	Cre12.g489100.t1.3	0.00490641972437311	0.0102043912140346	0.4808145455679	7	4
Cre12.g489150	Cre12.g489150.t1.2	0.00279021770376324	0.0236665192891962	0.117897256866031	12	48
Cre12.g489200	Cre12.g489200.t1.3	0.00767309087263718	0.0409641090596577	0.187312529157233	26	42
Cre12.g489250	Cre12.g489250.t1.2	0.00889729423963354	0.0389065040362475	0.228683981252706	98	152
Cre12.g489300	Cre12.g489300.t1.3	0.00368387253527185	0.0230017220015914	0.160156380249138	25	52
Cre12.g489350	Cre12.g489350.t1.3	0.00672134429390559	0.0382571855351632	0.175688415127344	29	70
Cre12.g489400	Cre12.g489400.t1.2	0.00318776941246483	0.0405061433402454	0.0786984183038129	14	79
Cre12.g489450	Cre12.g489450.t1.3	0.0267433129268558	0.046631256626432	0.573506160065539	860	629
Cre12.g489500	Cre12.g489500.t1.3	0.0147775144025608	0.028320566505539	0.521794449262539	88	69
Cre12.g489550	Cre12.g489550.t1.3	0.0156092407155628	0.0373261946185257	0.418184625437699	92	90
Cre12.g489600	Cre12.g489600.t1.3	0.00524977638227765	0.0399981615680448	0.131250441932106	23	70
Cre12.g489650	Cre12.g489650.t1.3	0.0101434694437617	0.0412787492604322	0.245731026872095	37	72
Cre12.g489700	Cre12.g489700.t1.2	0.00144461446894831	0.029302373381766	0.0493002546287684	5	31
Cre12.g489750	Cre12.g489750.t1.2	0.000252651237758744	0.0438495290189391	0.00576177768408005	0	72
Cre12.g489800	Cre12.g489800.t1.2	0.00360864672133932	0.0334351040097069	0.107929878737379	5	25
Cre12.g489850	Cre12.g489850.t1.2	0.0102896191379761	0.0228308031816874	0.450690195000646	40	31
Cre12.g489900	Cre12.g489900.t1.3	0.00581400462416963	0.0362251376833436	0.16049641204933	75	194
Cre12.g489950	Cre12.g489950.t1.2	0.00236236426317212	0.0221182556549028	0.106806083627507	3	17
Cre12.g490000	Cre12.g490000.t1.2	0	0.0186520428354232	0	0	14
Cre12.g490050	Cre12.g490050.t1.2	0.000657435541184502	0.0303561083198097	0.0216574382413662	1	23
Cre12.g490100	Cre12.g490100.t1.2	0.00113905375921641	0.025406589030421	0.0448330060305436	2	20
Cre12.g490150	Cre12.g490150.t2.1	0.00652473704869601	0.0422014602539813	0.154609272035331	53	128
Cre12.g490200	Cre12.g490200.t1.2	0.0141182033260886	0.0236019396939952	0.598179789845006	44	26
Cre12.g490250	Cre12.g490250.t1.2	0.0072981997372664	0.0482331812991477	0.151310768659486	56	167
Cre12.g490300	Cre12.g490300.t1.2	0.0112006942729139	0.0581160986104777	0.192729631560204	15	37
Cre12.g490350	Cre12.g490350.t1.1	0.000567968512829297	0.0359042059702306	0.0158189966183967	4	61
Cre12.g490400	Cre12.g490400.t1.3	0.0166784822046926	0.0134788601560472	1.23738075858068	27	8
Cre12.g490450	Cre12.g490450.t1.1	0.0146630183224453	0.0102297654945889	1.43336798191526	17	6
Cre12.g490500	Cre12.g490500.t1.2	0.0019840465511242	0.0221998193228833	0.0893721936321825	3	9
Cre12.g490600	Cre12.g490600.t1.2	0.00646054004619424	0.0258452886231954	0.249969738793944	9	18
Cre12.g490650	Cre12.g490650.t1.2	0.00604202830127392	0.0502686176503454	0.120194836931873	14	32
Cre12.g490700	Cre12.g490700.t1.2	0.00281534095372313	0.0430175473617217	0.0654463382128639	9	35
Cre12.g490750	Cre12.g490750.t1.3	0.0183650203241228	0.0365229574156121	0.502834973497311	54	38
Cre12.g490800	Cre12.g490800.t1.3	0.019842608626414	0.0459670716549432	0.431670061024655	162	178
Cre12.g490850	Cre12.g490850.t1.3	0.00178976099778545	0.0342511455463747	0.052254047835048	14	92
Cre12.g490891	Cre12.g490891.t1.2	0.00960339991477043	0.014230595047605	0.674841767518828	9	5
Cre12.g490950	Cre12.g490950.t2.1	0	0	NA	0	0
Cre12.g491000	Cre12.g491000.t1.2	0.00817339145135182	0.0374236310409025	0.21840188201991	31	56
Cre12.g491050	Cre12.g491050.t1.2	0	0.0201412092870902	0	0	19
Cre12.g491150	Cre12.g491150.t1.3	0	0.0448334158392722	0	0	13
Cre12.g491250	Cre12.g491250.t1.2	0.00259428000555519	0	NA	6	0
Cre12.g491350	Cre12.g491350.t1.3	0.0080830805363042	0.00147271010099656	5.4885754710547	2	0
Cre12.g491400	Cre12.g491400.t1.2	0.00180969885479994	0.000790513833992095	2.28926905132193	4	1
Cre12.g491450	Cre12.g491450.t1.3	0.00167375930373239	0.00873458409064777	0.191624384900537	12	19
Cre12.g491500	Cre12.g491500.t1.2	0.00187491508465216	0.024194947255386	0.0774920095862074	5	19
Cre12.g491550	Cre12.g491550.t1.2	0.00279307694944269	0.0352192519250427	0.0793054024937044	2	10
Cre12.g491950	Cre12.g491950.t1.2	0	0	NA	0	0
Cre12.g492150	Cre12.g492150.t1.2	0.00280412304297377	0.0262969819951918	0.10663288446889	3	10
Cre12.g492200	Cre12.g492200.t1.2	0.00347884574157089	0.0319013451551846	0.109050127029064	56	189
Cre12.g492250	Cre12.g492250.t1.2	0.00766761771201013	0.0258138738481834	0.297034755693971	28	44
Cre12.g492300	Cre12.g492300.t1.2	0	0.0247714490629982	0	0	10
Cre12.g492350	Cre12.g492350.t1.2	0.00292399885501484	0.0232345479889279	0.12584702988017	11	38
Cre12.g492400	Cre12.g492400.t1.2	0.0036831235675163	0	NA	2	0
Cre12.g492450	Cre12.g492450.t1.2	0.00567891112982956	0.0400947107120438	0.14163741373806	50	159
Cre12.g492500	Cre12.g492500.t1.3	0.014562234615207	0.0332672307329181	0.4377351013109	30	27
Cre12.g492550	Cre12.g492550.t2.1	0.00167853387918846	0.0155715403947962	0.107794979599411	7	31
Cre12.g492600	Cre12.g492600.t1.2	0.0027699159639011	0.0183402803966105	0.151029095739072	8	28
Cre12.g492650	Cre12.g492650.t1.2	0.00317328645028101	0.0347382971769751	0.0913483592507318	10	57
Cre12.g492700	Cre12.g492700.t1.2	0.0048502528331634	0.0394567138982377	0.122925919418242	20	53
Cre12.g492750	Cre12.g492750.t1.3	0.00827010159418297	0.0414699149224274	0.199424127337922	164	316
Cre12.g492850	Cre12.g492850.t1.3	0.00431488445741624	0.0435912559628604	0.0989850914388084	41	146
Cre12.g492900	Cre12.g492900.t1.3	0.0121619221078531	0.016170921374263	0.752085909415743	14	8
Cre12.g492950	Cre12.g492950.t1.2	0.000721900268303982	0.0242639713680738	0.0297519419782142	4	51
Cre12.g493000	Cre12.g493000.t1.2	0.00283978646642216	0.0330283664640695	0.0859802276177198	13	70
Cre12.g493050	Cre12.g493050.t1.2	0.00326841990693697	0.0379006522406909	0.0862365081788205	13	59
Cre12.g493100	Cre12.g493100.t1.3	0.00899506344739338	0.0380866281942004	0.236173793109968	28	38
Cre12.g493150	Cre12.g493150.t1.2	0.00119643431291824	0.0250998843736851	0.0476669252776553	5	25
Cre12.g493250	Cre12.g493250.t1.2	0.000704712834782768	0.0243018284362932	0.0289983462203332	3	38
Cre12.g493300	Cre12.g493300.t1.2	0.00461214570086837	0.0306291476126073	0.150580282520496	70	177
Cre12.g493350	Cre12.g493350.t1.1	0	0.0335460601974764	0	0	7
Cre12.g493400	Cre12.g493400.t1.3	0.00264741522145769	0.034487844903381	0.0767637186050482	25	97
Cre12.g493450	Cre12.g493450.t1.3	0.0112194841365925	0.0459624456672521	0.24410111284801	56	110
Cre12.g493500	Cre12.g493500.t1.2	0.00655745080507903	0.0499404161364665	0.131305489869372	17	52
Cre12.g493550	Cre12.g493550.t1.2	0.00608708284928304	0.0363874539752126	0.167285209166588	73	210
Cre12.g493600	Cre12.g493600.t1.3	0.0237907619101849	0.0421805540301862	0.564022034730961	173	128
Cre12.g493650	Cre12.g493650.t1.2	0.0116232333340622	0.0212900089199087	0.545947790711967	12	11
Cre12.g493700	Cre12.g493700.t1.2	0.00596316232472249	0.0423710975364997	0.140736555610476	21	51
Cre12.g493750	Cre12.g493750.t1.2	0.00270395767850213	0.0253402446967386	0.106706060295075	17	45
Cre12.g493900	Cre12.g493900.t1.3	0.00711676070966452	0.0193199006549551	0.368364249732269	9	5
Cre12.g493950	Cre12.g493950.t1.2	0.000487858907587519	0.00978993530449214	0.0498326998508012	1	5
Cre12.g494000	Cre12.g494000.t1.2	0.00399045334963197	0.0255663686043938	0.15608213318751	29	69
Cre12.g494050	Cre12.g494050.t1.2	0.000416374337184102	0.00130494639932665	0.319073900199235	1	1
Cre12.g494100	Cre12.g494100.t1.3	0.000477565225985341	0.0294503461401636	0.016215946111888	5	103
Cre12.g494150	Cre12.g494150.t1.2	0.00136932763160522	0.00824859491171406	0.166007380197639	1	3
Cre12.g494250	Cre12.g494250.t1.2	0.00593195335540399	0.0317282349661101	0.186961340955149	7	21
Cre12.g494300	Cre12.g494300.t1.2	0.00314893553607072	0.00503493252261583	0.625417624154123	3	1
Cre12.g494350	Cre12.g494350.t1.2	0.000609632754352679	0.0247243358124862	0.0246571943924498	2	40
Cre12.g494400	Cre12.g494400.t1.2	0.00235623042727166	0.0514899785474035	0.0457609518151659	6	44
Cre12.g494450	Cre12.g494450.t1.2	0	0.00376162577465981	0	0	2
