Supplemental Data. Flowers et al. (2015). Plant Cell Plant Cell 10.1105/tpc.15.00492
ID	n	Annotation_Type	Median_ratio	IQR	Mean_ratio	Standard_error
PF00956	4	PFAM	0.0519588849056508	0.0317706187981908	0.0522631184255579	0.0215131443996835
PF05891	1	PFAM	0.052272874321869	0	0.052272874321869	NA
PF03208	2	PFAM	0.0523726963454309	0.0159623351906486	0.0523726963454309	0.0159623351906486
PF00504	36	PFAM	0.00535600295447975	0.0744490165060109	0.0523913942515129	0.0162805223163894
PF04115	1	PFAM	0.0524292179916712	0	0.0524292179916712	NA
PF05817	1	PFAM	0.0524845352598636	0	0.0524845352598636	NA
PF02184	1	PFAM	0.0525677653270833	0	0.0525677653270833	NA
PF02127	1	PFAM	0.05264197992353	0	0.05264197992353	NA
PF10520	1	PFAM	0.0527149739596153	0	0.0527149739596153	NA
PF05631	2	PFAM	0.0527325087640742	0.0051949469098173	0.0527325087640742	0.0051949469098173
PF01515	2	PFAM	0.0527976981747417	0.023836930986431	0.0527976981747417	0.0238369309864309
PF07085	2	PFAM	0.0527976981747417	0.023836930986431	0.0527976981747417	0.0238369309864309
PF05711	1	PFAM	0.0528863229242049	0	0.0528863229242049	NA
PF05915	2	PFAM	0.0530262580566496	0.0123605980699713	0.0530262580566496	0.0123605980699712
PF05362	1	PFAM	0.0531540513143618	0	0.0531540513143618	NA
PF10262	3	PFAM	0.0249352584768772	0.0447942805163603	0.0531766423436128	0.0294658524906918
PF01212	1	PFAM	0.0532186635273509	0	0.0532186635273509	NA
PF01423	16	PFAM	0	0.0532296689769834	0.0533249153967542	0.0263023705152612
PF03199	1	PFAM	0.0533295840528814	0	0.0533295840528814	NA
PF03917	1	PFAM	0.0533295840528814	0	0.0533295840528814	NA
PF02197	2	PFAM	0.0534166396758609	0.011704996736193	0.0534166396758609	0.011704996736193
PF00831	1	PFAM	0.053448275862069	0	0.053448275862069	NA
PF06827	1	PFAM	0.053563244185508	0	0.053563244185508	NA
PF04121	1	PFAM	0.0537169694656593	0	0.0537169694656593	NA
PF09996	1	PFAM	0.0537659500158766	0	0.0537659500158766	NA
PF01488	2	PFAM	0.0538241609119129	0.0269678194281965	0.0538241609119129	0.0269678194281965
